Date,Open,High,Low,Close,Volume,overall_sentiment_score
,,,,,,0.353531
,,,,,,0.190575
,,,,,,0.144447
,,,,,,0.016923
,,,,,,0.208229
,,,,,,0.309151
,,,,,,0.267375
,,,,,,0.13079
,,,,,,0.093003
,,,,,,0.173105
,,,,,,0.426484
,,,,,,0.022061
,,,,,,0.254247
,,,,,,-0.007317
,,,,,,0.258547
,,,,,,-0.211156
,,,,,,0.048179
,,,,,,0.167674
,,,,,,0.375932
,,,,,,0.197389
,,,,,,-0.250643
,,,,,,0.058725
,,,,,,0.231914
,,,,,,0.178887
,,,,,,-0.101029
,,,,,,0.15283
,,,,,,0.305726
,,,,,,-0.128771
,,,,,,0.38568
,,,,,,0.220503
,,,,,,0.214815
,,,,,,0.192542
,,,,,,0.313924
,,,,,,0.062033
,,,,,,0.239649
,,,,,,0.093323
,,,,,,0.194887
,,,,,,0.134653
,,,,,,0.196077
,,,,,,0.371471
,,,,,,0.02686
,,,,,,0.159589
,,,,,,0.140716
,,,,,,0.295384
,,,,,,0.340583
,,,,,,0.268885
,,,,,,0.132923
,,,,,,0.173011
,,,,,,0.304935
,,,,,,0.174565
,,,,,,0.282026
,,,,,,0.136443
,,,,,,0.104214
,,,,,,-0.031242
,,,,,,0.253654
,,,,,,-0.014788
,,,,,,0.277728
,,,,,,-0.101764
,,,,,,0.026783
,,,,,,-0.024343
,,,,,,0.205777
,,,,,,0.381479
,,,,,,0.150388
,,,,,,0.088986
,,,,,,0.110572
,,,,,,0.039261
,,,,,,0.081473
,,,,,,0.187847
,,,,,,0.296847
,,,,,,0.081361
,,,,,,0.070197
,,,,,,0.1856
,,,,,,0.160789
,,,,,,0.08255
,,,,,,-0.060546
,,,,,,0.256796
,,,,,,-0.141161
,,,,,,0.228015
,,,,,,0.103756
,,,,,,0.060702
,,,,,,-0.238879
,,,,,,0.050883
,,,,,,0.058588
,,,,,,-0.00243
,,,,,,0.0
,,,,,,0.180223
,,,,,,0.042952
,,,,,,-0.201617
,,,,,,0.067396
,,,,,,0.24082
,,,,,,0.227272
,,,,,,0.094889
,,,,,,0.072429
,,,,,,0.09059
,,,,,,0.227595
,,,,,,0.273297
,,,,,,0.188027
,,,,,,0.007371
,,,,,,0.137165
,,,,,,0.097319
,,,,,,0.094764
,,,,,,0.05957
,,,,,,-0.029453
,,,,,,0.299726
,,,,,,0.067771
,,,,,,0.422917
,,,,,,0.246301
,,,,,,0.19879
,,,,,,0.133699
,,,,,,0.149046
,,,,,,0.002432
,,,,,,0.261958
,,,,,,0.164075
,,,,,,0.073995
,,,,,,0.150594
,,,,,,0.311045
,,,,,,-0.019375
,,,,,,0.324782
,,,,,,0.043512
,,,,,,0.052947
,,,,,,0.007136
,,,,,,0.239399
,,,,,,-0.16745
,,,,,,-0.044223
,,,,,,0.139875
,,,,,,0.150224
,,,,,,0.153353
,,,,,,-0.096496
,,,,,,0.210465
,,,,,,0.167664
,,,,,,0.242625
,,,,,,-0.040219
,,,,,,0.405697
,,,,,,0.292653
,,,,,,0.101602
,,,,,,0.344866
,,,,,,0.135164
,,,,,,0.016849
,,,,,,-0.0048
,,,,,,0.068845
,,,,,,0.284989
,,,,,,0.279401
,,,,,,0.095713
,,,,,,0.079692
,,,,,,0.114332
,,,,,,0.147182
,,,,,,0.194672
,,,,,,0.296267
,,,,,,-0.095164
,,,,,,-0.072013
,,,,,,0.419488
,,,,,,0.181649
,,,,,,0.263847
,,,,,,0.241319
,,,,,,0.244647
,,,,,,-0.086127
,,,,,,0.350301
,,,,,,0.157644
,,,,,,0.064081
,,,,,,0.27744
,,,,,,0.078757
,,,,,,0.224752
,,,,,,0.066305
,,,,,,0.304203
,,,,,,0.138783
,,,,,,0.126205
,,,,,,0.178997
,,,,,,-0.234946
,,,,,,0.137319
,,,,,,0.286114
,,,,,,0.085187
,,,,,,0.139293
,,,,,,-0.09169
,,,,,,0.166431
,,,,,,0.120839
,,,,,,0.021724
,,,,,,0.181172
,,,,,,0.162221
,,,,,,0.154532
,,,,,,0.057684
,,,,,,-0.13223
,,,,,,0.187258
,,,,,,0.0
,,,,,,0.023916
,,,,,,0.323392
,,,,,,-0.162118
,,,,,,0.221176
,,,,,,0.10988
,,,,,,0.009589
,,,,,,-0.060265
,,,,,,0.06214
,,,,,,0.2022
,,,,,,-0.10527
,,,,,,0.07472
,,,,,,-0.093218
,,,,,,-0.076976
,,,,,,-0.113432
,,,,,,-0.043384
,,,,,,0.054787
,,,,,,0.031231
,,,,,,0.096631
